,longitude,latitude,the_geom,SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,PUBLIC_NAM
0,-87.74750923800002,41.956892084,POINT (-87.74750923800002 41.956892084),15189,CICERO,BERTEAU (north leg),SB,FS,"54,54A",,CHICAGO,Cicero & Berteau
1,-87.64178572600002,41.67799153599998,POINT (-87.64178572600002 41.67799153599998),14545,HALSTED,119TH STREET,NB,FS,"8A,108",,CHICAGO,Halsted & 119th Street
2,-87.70896851700002,42.012049691000016,POINT (-87.70896851700002 42.012049691000016),15046,KEDZIE,TOUHY,NB,FS,11,,CHICAGO,Kedzie & Touhy
3,-87.66891603599998,41.954186386,POINT (-87.66891603599998 41.954186386),6280,ASHLAND,IRVING PARK,NB,NS,"9,X9",,CHICAGO,Ashland & Irving Park
4,-87.67517869800002,41.83201446999999,POINT (-87.67517869800002 41.83201446999999),4484,ARCHER,DAMEN,SWB,NS,62,N62,CHICAGO,Archer & Damen
5,-87.70398,41.805777001000024,POINT (-87.70398 41.805777001000024),3082,KEDZIE,48TH PLACE (north leg),SB,NS,"47,52",,CHICAGO,Kedzie & 48th Place
6,-87.70402509799999,41.811615116999974,POINT (-87.70402509799999 41.811615116999974),3120,KEDZIE,45TH STREET,NB,NS,52,,CHICAGO,Kedzie & 45th Street
7,-87.64047498399998,41.943529618000014,POINT (-87.64047498399998 41.943529618000014),1157,LAKE SHORE,ROSCOE,NB,NT,"135,146,151",,CHICAGO,Lake Shore & Roscoe
8,-87.697276639,41.92268777300001,POINT (-87.697276639 41.92268777300001),3192,CALIFORNIA,MILWAUKEE,NB,NS,94,,CHICAGO,California & Milwaukee
9,-87.673530873,41.76834419800002,POINT (-87.673530873 41.76834419800002),8720,DAMEN,69TH STREET,NB,NS,48,,CHICAGO,Damen & 69th Street
10,-87.706360673,41.89213207099999,POINT (-87.706360673 41.89213207099999),14601,KEDZIE,OHIO,NB,FS,52,,CHICAGO,Kedzie & Ohio
11,-87.693710737,41.793567438000025,POINT (-87.693710737 41.793567438000025),4157,CALIFORNIA,55TH STREET,NB,NS,94,,CHICAGO,California & 55th Street
12,-87.68514590199999,41.83039914,POINT (-87.68514590199999 41.83039914),8264,WESTERN,35TH STREET,SB,NS,"49,X49",N49,CHICAGO,Western & 35th Street
13,-87.64437800000002,41.88693999999998,POINT (-87.64437800000002 41.88693999999998),5505,DESPLAINES,FULTON,SB,NS,56,,CHICAGO,Desplaines & Fulton
14,-87.668361011,41.979682035999986,POINT (-87.668361011 41.979682035999986),14787,CLARK,BALMORAL,SB,FS,22,N22,CHICAGO,Clark & Balmoral
15,-87.58529500100002,41.722579000999986,POINT (-87.58529500100002 41.722579000999986),7211,STONY ISLAND,95TH STREET,SB,NS,"N5,28,95",N5,CHICAGO,Stony Island & 95th Street
16,-87.650887501,41.72094149999998,POINT (-87.650887501 41.72094149999998),6569,VINCENNES,95TH STREET,SB,FS,112,,CHICAGO,Vincennes & 95th Street
17,-87.643193,41.71606800000001,POINT (-87.643193 41.71606800000001),3701,HALSTED,98TH STREET,SB,NS,"8A,108",,CHICAGO,Halsted & 98th Street
18,-87.71132927500003,41.890294830000016,POINT (-87.71132927500003 41.890294830000016),11167,HOMAN,FRANKLIN(n.service drive),SB,NS,82,,CHICAGO,Homan & Franklin
19,-87.743173716,41.80223378400001,POINT (-87.743173716 41.80223378400001),8123,CICERO,50TH STREET,SB,NS,"47,54B",,CHICAGO,Cicero & 50th Street
20,-87.63504513100003,41.85265119799999,POINT (-87.63504513100003 41.85265119799999),4454,ARCHER,CERMAK/PRINCETON,NEB,NS,62,,CHICAGO,Archer & Cermak/Princeton
21,-87.62551300000001,41.78389500100002,POINT (-87.62551300000001 41.78389500100002),2427,STATE,61ST STREET (north leg),SB,NT,29,,CHICAGO,State & 61st Street
22,-87.66608024499999,41.96174417999998,POINT (-87.66608024499999 41.96174417999998),1814,CLARK,MONTROSE,SB,NS,"22,78",N22,CHICAGO,Clark & Montrose
23,-87.60976788099998,41.866173704000005,POINT (-87.60976788099998 41.866173704000005),17234,SOLIDARITY DR,LYNN WHITE DRIVE,EB,FS,"130,146",,CHICAGO,Solidarity Dr & Lynn White Drive
24,-87.74439834100002,41.86582566300001,POINT (-87.74439834100002 41.86582566300001),17441,ROOSEVELT,CICERO,EB,FS,12,,CICERO,Roosevelt & Cicero
25,-87.64051631900003,41.70688442699998,POINT (-87.64051631900003 41.70688442699998),12159,103RD STREET,UNION,EB,NS,103,,CHICAGO,103rd Street & Union
26,-87.616663894,41.72174716400002,POINT (-87.616663894 41.72174716400002),2818,95TH STREET,FOREST,EB,NS,"N5,95,111,115",N5,CHICAGO,95th Street & Forest
27,-87.57133435700001,41.75886117800002,POINT (-87.57133435700001 41.75886117800002),10956,75TH STREET,PAXTON,EB,NS,"N5,75",N5,CHICAGO,75th Street & Paxton
28,-87.811735999,41.937928,POINT (-87.811735999 41.937928),9234,BELMONT,OKETO,EB,NS,77,,CHICAGO,Belmont & Oketo
29,-87.59747700100002,41.816976001,POINT (-87.59747700100002 41.816976001),7989,OAKENWALD,43RD STREET,NB,FS,43,,CHICAGO,Oakenwald & 43rd Street
30,-87.70166917900002,41.71890996000002,POINT (-87.70166917900002 41.71890996000002),9981,KEDZIE,96TH STREET,NB,MT,52A,,EVERGREEN PARK,Kedzie & 96th Street
31,-87.625451999,41.78903500000001,POINT (-87.625451999 41.78903500000001),2305,STATE,58TH STREET,NB,NS,29,,CHICAGO,State & 58th Street
32,-87.766860001,41.95124400100002,POINT (-87.766860001 41.95124400100002),11619,CENTRAL,BYRON,NB,NS,85,,CHICAGO,Central & Byron
33,-87.57521499900002,41.71887800000002,POINT (-87.57521499900002 41.71887800000002),5282,JEFFERY,97TH STREET,NB,MT,15,,CHICAGO,Jeffery & 97th Street
34,-87.63562556900001,41.921923413,POINT (-87.63562556900001 41.921923413),1143,STOCKTON,WEBSTER,NB,NT,"151,156",,CHICAGO,Stockton & Webster
35,-87.805116209,41.896187843999996,POINT (-87.805116209 41.896187843999996),15703,HARLEM,SCHNEIDER,NB,NS,90,,OAK PARK,Harlem & Schneider
36,-87.63167700000002,41.836478,POINT (-87.63167700000002 41.836478),6501,WENTWORTH,3200 SOUTH,SB,MB,"24,31",,CHICAGO,3200 S Wentworth
37,-87.62418500000001,41.86388299999999,POINT (-87.62418500000001 41.86388299999999),1593,MICHIGAN,14TH STREET,SB,FS,"1,3,4",N4,CHICAGO,Michigan & 14th Street
38,-87.76069066600002,41.967716309000025,POINT (-87.76069066600002 41.967716309000025),17175,MILWAUKEE,LAWRENCE,SEB,FS,56,,CHICAGO,Milwaukee & Lawrence
39,-87.746495262,41.92411248899998,POINT (-87.746495262 41.92411248899998),1306,FULLERTON,CICERO,EB,FS,74,,CHICAGO,Fullerton & Cicero
40,-87.58070499899998,41.73691800099999,POINT (-87.58070499899998 41.73691800099999),9431,87TH STREET,CREGIER,EB,NS,87,,CHICAGO,87th Street & Cregier
41,-87.73177600000002,41.92436700100001,POINT (-87.73177600000002 41.92436700100001),1313,FULLERTON,KEELER,EB,NS,74,,CHICAGO,Fullerton & Keeler
42,-87.575502997,41.736991621000016,POINT (-87.575502997 41.736991621000016),14557,87TH STREET,JEFFERY,EB,FS,87,,CHICAGO,87th Street & Jeffery
43,-87.64284800000001,41.88310999999999,POINT (-87.64284800000001 41.88310999999999),442,WASHINGTON,JEFFERSON,EB,NS,"J14,19,20,56",N20,CHICAGO,Washington & Jefferson
44,-87.74326071299998,41.931517326999995,POINT (-87.74326071299998 41.931517326999995),15228,DIVERSEY,4700 WEST,EB,MB,76,,CHICAGO,4700 W Diversey
45,-87.65481154100002,41.786814607999986,POINT (-87.65481154100002 41.786814607999986),12984,59TH STREET,RACINE,EB,NS,59,,CHICAGO,59th Street & Racine
46,-87.67075232000002,41.93230932300003,POINT (-87.67075232000002 41.93230932300003),11021,DIVERSEY,PAULINA,EB,FS,76,,CHICAGO,Diversey & Paulina
47,-87.70664437800002,41.910015326999996,POINT (-87.70664437800002 41.910015326999996),17125,NORTH AVENUE,KEDZIE,EB,FS,72,,CHICAGO,North Ave & Kedzie
48,-87.755558474,41.90218806799999,POINT (-87.755558474 41.90218806799999),17186,DIVISION,LARAMIE,EB,FS,70,,CHICAGO,Division & Laramie
49,-87.65651505099999,41.86710532699999,POINT (-87.65651505099999 41.86710532699999),336,ROOSEVELT,RACINE,WB,NS,12,,CHICAGO,Roosevelt & Racine
50,-87.7026459,41.764465460999986,POINT (-87.7026459 41.764465460999986),4301,71ST STREET,KEDZIE,WB,NS,67,,CHICAGO,71st Street & Kedzie
51,-87.731215786,41.90814821700002,POINT (-87.731215786 41.90814821700002),814,GRAND,KEELER,WB,NS,65,,CHICAGO,Grand & Keeler
52,-87.668378512,41.69135562700001,POINT (-87.668378512 41.69135562700001),12361,MONTEREY,ESMOND,WB,NS,112,,CHICAGO,Monterey & Esmond
53,-87.68662143300003,41.877610457,POINT (-87.68662143300003 41.877610457),15860,JACKSON,WESTERN,WB,FS,126,,CHICAGO,Jackson & Western
54,-87.62681800000001,41.838467001000026,POINT (-87.62681800000001 41.838467001000026),2395,STATE,31ST STREET,SB,NS,29,,CHICAGO,State & 31st Street
55,-87.630354012,41.867169123,POINT (-87.630354012 41.867169123),6288,CLARK,ROOSEVELT,NB,NS,24,,CHICAGO,Clark & Roosevelt
56,-87.65480200000002,41.96185800000001,POINT (-87.65480200000002 41.96185800000001),1051,SHERIDAN,MONTROSE,SB,NS,151,,CHICAGO,Sheridan & Montrose
57,-87.702804415,41.760817797000016,POINT (-87.702804415 41.760817797000016),10017,KEDZIE,73RD STREET,SB,NS,52A,,CHICAGO,Kedzie & 73rd Street
58,-87.64765892399998,41.95280766000002,POINT (-87.64765892399998 41.95280766000002),1060,SHERIDAN 3900N,PINE GROVE,EB,FS,151,,CHICAGO,Sheridan & Pine Grove
59,-87.678832,41.959540000000004,POINT (-87.678832 41.959540000000004),8954,DAMEN,CULLOM,NB,NS,50,,CHICAGO,Damen & Cullom
60,-87.64340000099997,41.73243200100001,POINT (-87.64340000099997 41.73243200100001),3668,HALSTED,89TH STREET,NB,NS,8A,,CHICAGO,Halsted & 89th Street
61,-87.65483200099999,41.79762700100002,POINT (-87.65483200099999 41.79762700100002),5077,RACINE,53RD STREET,NB,NS,44,,CHICAGO,Racine & 53rd Street
62,-87.59239584099998,41.72215689699999,POINT (-87.59239584099998 41.72215689699999),11933,95TH STREET,1300 EAST (KIMBARK),EB,MB,"N5,95,100",N5,CHICAGO,1300 E 95th Street
63,-87.617908,41.736410001000024,POINT (-87.617908 41.736410001000024),9413,87TH STREET,PRAIRIE,EB,NS,87,,CHICAGO,87th Street & Prairie
64,-87.68144899999999,41.87391100100001,POINT (-87.68144899999999 41.87391100100001),190,HARRISON,LEAVITT,EB,NS,7,,CHICAGO,Harrison & Leavitt
65,-87.788667266,41.85051716999999,POINT (-87.788667266 41.85051716999999),6976,CERMAK,EAST,EB,NS,"21,322",,BERWYN,Cermak & East
66,-87.69097126700001,41.953906330999985,POINT (-87.69097126700001 41.953906330999985),5655,IRVING PARK,CAMPBELL,EB,NS,80,,CHICAGO,Irving Park & Campbell
67,-87.63714299899999,41.89806399999998,POINT (-87.63714299899999 41.89806399999998),6715,ORLEANS,CHESTNUT,NB,NS,37,,CHICAGO,Orleans & Chestnut
68,-87.64925000099998,41.94171800100003,POINT (-87.64925000099998 41.94171800100003),5967,HALSTED,ALDINE,NB,NS,8,,CHICAGO,Halsted & Aldine
69,-87.64599099999998,41.828798000000006,POINT (-87.64599099999998 41.828798000000006),5904,HALSTED,36TH STREET (north leg),NB,NS,8,,CHICAGO,Halsted & 36th Street
70,-87.64519818100001,41.79967503400002,POINT (-87.64519818100001 41.79967503400002),5894,HALSTED,52ND STREET,NB,NS,8,,CHICAGO,Halsted & 52nd Street
71,-87.62170699900003,41.83297500100002,POINT (-87.62170699900003 41.83297500100002),1560,INDIANA,34TH STREET,NB,MT,"1,4",N4,CHICAGO,Indiana & 34th Street
72,-87.771313448,41.777948219999985,POINT (-87.771313448 41.777948219999985),3295,63RD STREET,AUSTIN,WB,NS,63W,,CHICAGO,63rd Street & Austin
73,-87.662387395,42.00922140199998,POINT (-87.662387395 42.00922140199998),12060,LUNT,SHERIDAN,WB,FS,96,,CHICAGO,Lunt & Sheridan
74,-87.68413186599997,41.93228153000001,POINT (-87.68413186599997 41.93228153000001),11057,DIVERSEY,LOGAN,WB,FT,76,,CHICAGO,Diversey & Logan
75,-87.67727000000002,41.83042500099998,POINT (-87.67727000000002 41.83042500099998),7658,35TH STREET,ARCHER/HOYNE,WB,NS,35,,CHICAGO,35th Street & Archer
76,-87.72903886900002,41.99025220200002,POINT (-87.72903886900002 41.99025220200002),15208,PETERSON,PULASKI,WB,FS,84,,CHICAGO,Peterson & Pulaski
77,-87.72579473100001,41.87713666399998,POINT (-87.72579473100001 41.87713666399998),131,JACKSON,PULASKI,WB,FS,126,,CHICAGO,Jackson & Pulaski
78,-87.694468185,41.99056613900001,POINT (-87.694468185 41.99056613900001),11488,PETERSON,ROCKWELL,WB,NS,84,,CHICAGO,Peterson & Rockwell
79,-87.64877594900003,41.75063759300002,POINT (-87.64877594900003 41.75063759300002),2655,79TH STREET,MORGAN,WB,NS,79,N79,CHICAGO,79th Street & Morgan
80,-87.64928959500003,41.93277852699998,POINT (-87.64928959500003 41.93277852699998),11042,DIVERSEY,HALSTED,WB,FS,76,,CHICAGO,Diversey & Halsted
81,-87.56008810200001,41.71364313999999,POINT (-87.56008810200001 41.71364313999999),5269,100TH STREET,TORRENCE,WB,FS,"J14,100",,CHICAGO,100th Street & Torrence
82,-87.62008692799998,41.769284958000014,POINT (-87.62008692799998 41.769284958000014),7412,69TH STREET,INDIANA,WB,NS,"N5,30,67",N5,CHICAGO,69th Street & Indiana
83,-87.80105911700002,41.78475322000003,POINT (-87.80105911700002 41.78475322000003),7811,HARLEM,59TH STREET,NB,FS,62H,,CHICAGO,Harlem & 59th Street
84,-87.70195313900001,41.73708929899999,POINT (-87.70195313900001 41.73708929899999),9991,KEDZIE,8600 SOUTH,NB,MB,52A,,CHICAGO,8600 S Kedzie
85,-87.539869952,41.64839477300001,POINT (-87.539869952 41.64839477300001),14065,AVENUE O,13601 S (SENIOR BLDG),NB,MB,30,,CHICAGO,13601 S Avenue O (Senior Bldg)
86,-87.62667300099997,41.844381999999996,POINT (-87.62667300099997 41.844381999999996),2338,STATE,27TH STREET,NB,MT,29,,CHICAGO,State & 27th Street
87,-87.69924404900001,42.030587622999974,POINT (-87.69924404900001 42.030587622999974),14364,DODGE,MONROE,NB,NS,"93,206",,EVANSTON,Dodge & Monroe
88,-87.78152399999999,41.78675099999998,POINT (-87.78152399999999 41.78675099999998),4663,NARRAGANSETT,58TH STREET,NB,NS,55N,,CHICAGO,Narragansett & 58th Street
89,-87.55096605099999,41.72086968999997,POINT (-87.55096605099999 41.72086968999997),7001,COMMERCIAL,96TH STREET,NB,NS,71,,CHICAGO,Commercial & 96th Street
90,-87.70079399899998,41.69339500000001,POINT (-87.70079399899998 41.69339500000001),9967,KEDZIE,110TH STREET,NB,MT,52A,,CHICAGO,Kedzie & 110th Street
91,-87.71099775099998,41.88348534900001,POINT (-87.71099775099998 41.88348534900001),14089,HOMAN,MAYPOLE,NB,NS,82,,CHICAGO,Homan & Maypole
92,-87.53518555699998,41.704503569999986,POINT (-87.53518555699998 41.704503569999986),7355,EWING,105TH STREET,NB,NS,"26,30",,CHICAGO,Ewing & 105th Street
93,-87.77423199999998,41.87032200099998,POINT (-87.77423199999998 41.87032200099998),9620,AUSTIN,RAILROAD AVENUE,NB,NS,91,,CHICAGO,Austin & Railroad Ave (Blue Line)
94,-87.60768673299998,41.70187685500002,POINT (-87.60768673299998 41.70187685500002),2966,COTTAGE GROVE,106TH STREET,NB,NS,"4,115",,CHICAGO,Cottage Grove & 106th Street
95,-87.52569948000001,41.70079425900002,POINT (-87.52569948000001 41.70079425900002),12258,AVENUE B,107TH STREET,NB,NS,100,,CHICAGO,Avenue B & 107th Street
96,-87.76622700000001,41.933016001,POINT (-87.76622700000001 41.933016001),11609,CENTRAL,GEORGE,NB,NS,85,,CHICAGO,Central & George
97,-87.61016713100003,41.89228911399999,POINT (-87.61016713100003 41.89228911399999),758,NAVY PIER,TERMINAL,NB,TERM,29,,CHICAGO,Navy Pier Terminal
98,-87.62502400099999,41.90494900099998,POINT (-87.62502400099999 41.90494900099998),1133,LAKE SHORE,SCOTT,NB,MT,151,,CHICAGO,Lake Shore & Scott
99,-87.64291886900003,41.94779690500002,POINT (-87.64291886900003 41.94779690500002),1161,LAKE SHORE,BROMPTON,NB,MT,"135,146,151",,CHICAGO,Lake Shore & Brompton
100,-87.627542538,41.87684766699999,POINT (-87.627542538 41.87684766699999),1113,STATE,VAN BUREN,NB,NS,"2,10,29,130,146,147,148",,CHICAGO,State & Van Buren
101,-87.65964820200003,41.97336829599999,POINT (-87.65964820200003 41.97336829599999),14454,BROADWAY,ARGYLE (north leg),NB,FS,36,,CHICAGO,Broadway & Argyle
102,-87.660716821,42.003870995,POINT (-87.660716821 42.003870995),1206,SHERIDAN,NORTH SHORE,NB,FS,"147,155",0,CHICAGO,Sheridan & North Shore
103,-87.70385679399999,41.807940255000005,POINT (-87.70385679399999 41.807940255000005),3118,KEDZIE,47TH STREET,NB,NS,"47,52",,CHICAGO,Kedzie & 47th Street
104,-87.65659837499999,41.867263105999996,POINT (-87.65659837499999 41.867263105999996),15404,RACINE,ROOSEVELT,NB,FS,60,N60,CHICAGO,Racine & Roosevelt
105,-87.62597000099998,41.809080000999984,POINT (-87.62597000099998 41.809080000999984),2317,STATE,47TH STREET,NB,NS,29,,CHICAGO,State & 47th Street
106,-87.76495562600002,41.88558182100002,POINT (-87.76495562600002 41.88558182100002),11582,CENTRAL,FULTON,NB,NS,85,,CHICAGO,Central & Fulton
107,-87.677164458,41.903421804000004,POINT (-87.677164458 41.903421804000004),14975,DAMEN,DIVISION,NB,FS,50,,CHICAGO,Damen & Division
108,-87.60597223500002,41.78763131699998,POINT (-87.60597223500002 41.78763131699998),2498,COTTAGE GROVE,59TH STREET,NB,NS,"2,4",N4,CHICAGO,Cottage Grove & 59th Street
109,-87.66123266699998,41.85762293800002,POINT (-87.66123266699998 41.85762293800002),13193,LOOMIS,BLUE ISLAND,NB,NS,60,N60,CHICAGO,Loomis & Blue Island
110,-87.62403400300002,41.87178683899998,POINT (-87.62403400300002 41.87178683899998),1583,MICHIGAN,8TH STREET,NB,NT,"1,3,4",N4,CHICAGO,Michigan & 8th Street
111,-87.78762513499998,41.98280027200002,POINT (-87.78762513499998 41.98280027200002),9703,NAGLE,BRYN MAWR,NB,NS,86,,CHICAGO,Nagle & Bryn Mawr
112,-87.630111768,41.85767206899999,POINT (-87.630111768 41.85767206899999),6283,CLARK,18TH STREET,NB,NS,24,,CHICAGO,Clark & 18th Street
113,-87.787795593,41.97556813099999,POINT (-87.787795593 41.97556813099999),9698,NAGLE,FOSTER,NB,NS,86,,CHICAGO,Nagle & Foster
114,-87.653560631,41.74678777399998,POINT (-87.653560631 41.74678777399998),5047,RACINE,81ST STREET,NB,NS,44,,CHICAGO,Racine & 81st Street
115,-87.705938,41.877241000000026,POINT (-87.705938 41.877241000000026),3159,KEDZIE,JACKSON,NB,NS,52,,CHICAGO,Kedzie & Jackson
116,-87.62950028799997,41.88993758100003,POINT (-87.62950028799997 41.88993758100003),15399,DEARBORN,HUBBARD,NB,NS,"22,36",N22,CHICAGO,Dearborn & Hubbard
117,-87.76629000000003,41.934841000000006,POINT (-87.76629000000003 41.934841000000006),11610,CENTRAL,WELLINGTON,NB,NS,85,,CHICAGO,Central & Wellington
118,-87.836528999,41.97712999999999,POINT (-87.836528999 41.97712999999999),8563,CUMBERLAND,CATHERINE,NB,NS,81W,,CHICAGO,Cumberland & Catherine
119,-87.69752998299998,41.93239667,POINT (-87.69752998299998 41.93239667),15218,CALIFORNIA,DIVERSEY,NB,FS,94,,CHICAGO,California & Diversey
120,-87.68572361399998,41.859817577,POINT (-87.68572361399998 41.859817577),15091,WESTERN,16TH STREET,NB,FT,"18,49,X49",N49,CHICAGO,Western & 16th Street
121,-87.83147139300002,41.96657548600001,POINT (-87.83147139300002 41.96657548600001),9714,LAWRENCE,COURTLAND,EB,FS,81W,,NORRIDGE,Lawrence & Courtland
122,-87.64704072500001,41.768749015000026,POINT (-87.64704072500001 41.768749015000026),10167,69TH STREET,PEORIA,EB,NS,67,,CHICAGO,69th Street & Peoria
123,-87.76168061800001,41.77429632000002,POINT (-87.76168061800001 41.77429632000002),3367,65TH STREET,CENTRAL,EB,NS,165,,BEDFORD PARK,65th Street & Central
124,-87.71205799900002,41.92108999999999,POINT (-87.71205799900002 41.92108999999999),11150,KIMBALL,PALMER,SB,NS,82,,CHICAGO,Kimball & Palmer
125,-87.66312403699999,41.98557515800002,POINT (-87.66312403699999 41.98557515800002),11475,RIDGE,WAYNE,NWB,NS,84,,CHICAGO,Ridge & Wayne
126,-87.743336489,41.79873174199997,POINT (-87.743336489 41.79873174199997),4385,ARCHER,CICERO,SWB,FS,"62,62H",,CHICAGO,Archer & Cicero
127,-87.65533046399997,41.80854091600003,POINT (-87.65533046399997 41.80854091600003),5159,RACINE,47TH STREET,SB,FS,44,,CHICAGO,Racine & 47th Street
128,-87.66018588499998,41.983869613000024,POINT (-87.66018588499998 41.983869613000024),5338,BROADWAY,RIDGE/BRYN MAWR,SB,NS,36,,CHICAGO,Broadway & Bryn Mawr/Ridge
129,-87.644362,41.936578999999995,POINT (-87.644362 41.936578999999995),5367,BROADWAY,WELLINGTON,SB,NS,36,,CHICAGO,Broadway & Wellington
130,-87.625270511,41.76910793000002,POINT (-87.625270511 41.76910793000002),8629,69TH STREET,STATE,EB,NS,169,,CHICAGO,69th Street & State (Red Line)
131,-87.68816718300002,41.953924856000015,POINT (-87.68816718300002 41.953924856000015),17493,IRVING PARK,WESTERN,EB,FS,80,,CHICAGO,Irving Park & Western
132,-87.69250499999998,41.97765800000002,POINT (-87.69250499999998 41.97765800000002),1491,LINCOLN,BERWYN,NWB,FS,11,,CHICAGO,Lincoln & Berwyn
133,-87.68322680199998,41.758827268000005,POINT (-87.68322680199998 41.758827268000005),8302,WESTERN,COLUMBUS,SB,FS,"49,X49",N49,CHICAGO,Western & Columbus
134,-87.81630711600002,42.002817897,POINT (-87.81630711600002 42.002817897),9927,NORTHWEST HWY,OLIPHANT,SEB,NS,68,,CHICAGO,Northwest Hwy & Oliphant
135,-87.78679862799999,41.95645031700002,POINT (-87.78679862799999 41.95645031700002),17209,NARRAGANSETT,BERTEAU,SB,FS,86,,CHICAGO,Narragansett & Berteau
136,-87.765620571,41.898617113,POINT (-87.765620571 41.898617113),11560,CENTRAL,AUGUSTA,SB,NS,85,,CHICAGO,Central & Augusta
137,-87.673862999,41.782850999999994,POINT (-87.673862999 41.782850999999994),8728,DAMEN,61ST STREET,NB,NS,48,,CHICAGO,Damen & 61st Street
138,-87.715556446,41.87347436699997,POINT (-87.715556446 41.87347436699997),15170,HARRISON,CENTRAL PARK,EB,FS,7,,CHICAGO,Harrison & Central Park
139,-87.63563347899998,41.891507382999976,POINT (-87.63563347899998 41.891507382999976),744,GRAND,FRANKLIN,EB,NS,65,,CHICAGO,Grand & Franklin
140,-87.66434190400003,41.954273598999976,POINT (-87.66434190400003 41.954273598999976),5667,IRVING PARK,SOUTHPORT,EB,NS,"9,80",,CHICAGO,Irving Park & Southport
141,-87.73447121999999,41.97539629400001,POINT (-87.73447121999999 41.97539629400001),4762,FOSTER,TRIPP,EB,NS,92,,CHICAGO,Foster & Tripp
142,-87.689141855,41.96853651599997,POINT (-87.689141855 41.96853651599997),3756,LAWRENCE,WESTERN,EB,NS,81,N81,CHICAGO,Lawrence & Western
143,-87.69817227300001,41.786275273,POINT (-87.69817227300001 41.786275273),15260,59TH STREET,SACRAMENTO,EB,FS,59,,CHICAGO,59th Street & Sacramento
144,-87.66133342299997,41.866810805,POINT (-87.66133342299997 41.866810805),16103,ROOSEVELT,LOOMIS,EB,FS,12,,CHICAGO,Roosevelt & Loomis
145,-87.64510502799999,41.78695303000001,POINT (-87.64510502799999 41.78695303000001),12988,59TH STREET,HALSTED,EB,NS,59,,CHICAGO,59th Street & Halsted
146,-87.75213894500001,41.79282341099997,POINT (-87.75213894500001 41.79282341099997),15196,55TH STREET,LARAMIE,EB,FS,"55A,55N",,CHICAGO,55th Street & Laramie
147,-87.78061593500001,41.92369199699999,POINT (-87.78061593500001 41.92369199699999),1292,FULLERTON,MELVINA,EB,NS,74,,CHICAGO,Fullerton & Melvina
148,-87.649640272,41.955751921,POINT (-87.649640272 41.955751921),4931,CLARENDON,BITTERSWEET,NB,FS,"135,148",,CHICAGO,Clarendon & Bittersweet
149,-87.68573726300002,42.030599026000004,POINT (-87.68573726300002 42.030599026000004),14258,RIDGE,MONROE,NB,NS,"201,206",,EVANSTON,Ridge & Monroe
150,-87.55144074499998,41.711806803,POINT (-87.55144074499998 41.711806803),6996,COMMERCIAL,101ST STREET,NB,NS,71,,CHICAGO,Commercial & 101st Street
151,-87.82456219199997,42.008173613,POINT (-87.82456219199997 42.008173613),9913,NORTHWEST HWY,300 SOUTH (private rdwy.),NWB,NS,68,,PARK RIDGE,300 S Northwest Hwy
152,-87.62015135000001,41.666449821000015,POINT (-87.62015135000001 41.666449821000015),7560,MICHIGAN,125TH PLACE,SB,NS,34,N34,CHICAGO,Michigan & 125th Place
153,-87.72217861799999,41.75279351500001,POINT (-87.72217861799999 41.75279351500001),12867,PULASKI,77TH STREET (south leg),SB,MT,53A,,CHICAGO,Pulaski & 77th Street
154,-87.797189,41.92352599999998,POINT (-87.797189 41.92352599999998),671,GRAND,NEWCASTLE (west leg),EB,NS,"65,74",,CHICAGO,Grand & Newcastle
155,-87.68592809699999,41.94671242999999,POINT (-87.68592809699999 41.94671242999999),12528,ADDISON,OAKLEY,EB,NS,152,,CHICAGO,Addison & Oakley
156,-87.60733105399999,41.73654488599999,POINT (-87.60733105399999 41.73654488599999),9418,87TH STREET,LANGLEY,EB,NS,87,,CHICAGO,87th Street & Langley
157,-87.70120406400002,41.70426478000002,POINT (-87.70120406400002 41.70426478000002),9973,KEDZIE,104TH STREET,NB,NS,52A,,CHICAGO,Kedzie & 104th Street
158,-87.67690399899999,41.89402100000001,POINT (-87.67690399899999 41.89402100000001),8919,DAMEN,HURON,NB,NS,50,,CHICAGO,Damen & Huron
159,-87.62397313899999,41.73260830200002,POINT (-87.62397313899999 41.73260830200002),2273,STATE,89TH STREET,NB,NS,29,,CHICAGO,State & 89th Street
160,-87.71603448500002,41.73483984799998,POINT (-87.71603448500002 41.73483984799998),9373,87TH STREET,HAMLIN,EB,FT,87,,EVERGREEN PARK,87th Street & Hamlin
161,-87.58860191000002,41.75138897099998,POINT (-87.58860191000002 41.75138897099998),2793,79TH STREET,ANTHONY,EB,NS,79,N79,CHICAGO,79th Street & Anthony
162,-87.75324999899999,41.89489200000003,POINT (-87.75324999899999 41.89489200000003),520,CHICAGO,LECLAIRE,EB,NS,66,,CHICAGO,Chicago & Leclaire
163,-87.62974199899998,41.76713999999998,POINT (-87.62974199899998 41.76713999999998),6447,WENTWORTH,70TH STREET,NB,NS,24,,CHICAGO,Wentworth & 70th Street
164,-87.63377000000003,41.75286799999998,POINT (-87.63377000000003 41.75286799999998),6550,VINCENNES,78TH STREET,SB,NS,24,,CHICAGO,Vincennes & 78th Street
165,-87.615982352,41.79841669899997,POINT (-87.615982352 41.79841669899997),2149,KING DRIVE,53RD STREET,NB,NT,3,,CHICAGO,King Drive & 53rd Street
